,Administrador,Usuario,mini juego,color presionado,dificultad,fecha,Juego,botón correcto,tiempo de interacción,número de interacción,auto push,tiempo de lección,tiempo de sesión
3141,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:24:58,Cadetes,0,0.5494191,3.0,0.0,0.0,0.0
3142,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:24:58,Cadetes,0,0.7661608,4.0,0.0,0.0,0.0
3143,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:24:59,Cadetes,0,1.53287,5.0,0.0,0.0,0.0
3144,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:25:00,Cadetes,0,2.232832,6.0,0.0,0.0,0.0
3145,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:25:01,Cadetes,0,3.899936,7.0,0.0,0.0,0.0
3146,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 2,2024-01-03 13:25:29,Cadetes,1,4.4,8.0,0.0,0.0,0.0
3147,ALEIDA,YEREMI YAZMIN ,sonidos y animales,yellow,Episodio 2,2024-01-03 13:25:50,Cadetes,0,20.48484,9.0,0.0,0.0,0.0
3148,ALEIDA,YEREMI YAZMIN ,sonidos y animales,yellow,Episodio 2,2024-01-03 13:26:18,Cadetes,1,4.4,10.0,0.0,0.0,0.0
3149,ALEIDA,YEREMI YAZMIN ,sonidos y animales,violet,Episodio 2,2024-01-03 13:27:09,Cadetes,1,4.4,11.0,0.0,0.0,0.0
3150,ALEIDA,YEREMI YAZMIN ,sonidos y animales,green,Episodio 2,2024-01-03 13:27:51,Cadetes,1,4.4,12.0,0.0,0.0,0.0
3151,ALEIDA,YEREMI YAZMIN ,sonidos y animales,green,Episodio 2,2024-01-03 13:27:51,Cadetes,0,0.0167934,13.0,0.0,0.0,0.0
3152,ALEIDA,YEREMI YAZMIN ,sonidos y animales,sin color,Episodio 2,2024-01-03 13:28:01,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3153,ALEIDA,YEREMI YAZMIN ,sonidos y animales,violet,Episodio 3,2024-01-03 13:29:31,Cadetes,1,4.4,1.0,0.0,0.0,0.0
3154,ALEIDA,YEREMI YAZMIN ,sonidos y animales,yellow,Episodio 3,2024-01-03 13:29:45,Cadetes,0,14.43409,2.0,0.0,0.0,0.0
3155,ALEIDA,YEREMI YAZMIN ,sonidos y animales,yellow,Episodio 3,2024-01-03 13:29:54,Cadetes,0,4.4,3.0,0.0,0.0,0.0
3156,ALEIDA,YEREMI YAZMIN ,sonidos y animales,yellow,Episodio 3,2024-01-03 13:30:28,Cadetes,1,4.4,4.0,0.0,0.0,0.0
3157,ALEIDA,YEREMI YAZMIN ,sonidos y animales,blue,Episodio 3,2024-01-03 13:31:22,Cadetes,1,4.4,5.0,0.0,0.0,0.0
3158,ALEIDA,YEREMI YAZMIN ,sonidos y animales,green,Episodio 3,2024-01-03 13:31:57,Cadetes,1,4.4,6.0,0.0,0.0,0.0
3159,ALEIDA,YEREMI YAZMIN ,sonidos y animales,violet,Episodio 3,2024-01-03 13:32:56,Cadetes,1,4.4,7.0,0.0,0.0,0.0
3160,ALEIDA,YEREMI YAZMIN ,sonidos y animales,sin color,Episodio 3,2024-01-03 13:33:05,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3161,ALEIDA,YEREMI YAZMIN ,Sin interacción,sin color,Episodio 4,2024-01-03 13:33:12,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3162,ALEIDA,YEREMI YAZMIN ,Despegue,blue,Episodio 1,2024-01-03 13:35:05,Astro,1,4.555242,1.0,0.0,0.0,0.0
3163,ALEIDA,YEREMI YAZMIN ,Despegue,green,Episodio 1,2024-01-03 13:36:19,Astro,0,4.4,2.0,0.0,0.0,0.0
3164,ALEIDA,YEREMI YAZMIN ,Despegue,green,Episodio 1,2024-01-03 13:36:44,Astro,1,4.4,3.0,0.0,0.0,0.0
3165,ALEIDA,YEREMI YAZMIN ,Despegue,green,Episodio 1,2024-01-03 13:36:58,Astro,0,7.78505,4.0,0.0,0.0,0.0
3166,ALEIDA,YEREMI YAZMIN ,Despegue,yellow,Episodio 1,2024-01-03 13:37:49,Astro,1,4.4,5.0,0.0,0.0,0.0
3167,ALEIDA,YEREMI YAZMIN ,Despegue,violet,Episodio 1,2024-01-03 13:38:43,Astro,1,4.4,6.0,0.0,0.0,0.0
3168,ALEIDA,YEREMI YAZMIN ,Despegue,sin color,Episodio 1,2024-01-03 13:38:43,Astro,2,0.0,0.0,0.0,0.0,0.0
3169,ALEIDA,YEREMI YAZMIN ,Asteroides,yellow,Episodio 1,2024-01-03 13:39:39,Astro,0,16.34594,1.0,0.0,0.0,0.0
3170,ALEIDA,YEREMI YAZMIN ,Asteroides,yellow,Episodio 1,2024-01-03 13:39:41,Astro,0,18.41161,2.0,0.0,0.0,0.0
3171,ALEIDA,YEREMI YAZMIN ,Asteroides,sin color,Episodio 1,2024-01-03 14:08:53,Astro,2,0.0,0.0,0.0,0.0,0.0
3172,ALEIDA,YEREMI YAZMIN ,Sin interacción,sin color,Episodio 1,2024-01-03 14:08:53,Astro,2,0.0,0.0,0.0,0.0,0.0
3173,VALENTIN,VALENTIN,animales y colores,blue,Episodio 1,2024-01-03 16:20:21,Cadetes,1,7.838911,1.0,0.0,0.0,0.0
3174,VALENTIN,VALENTIN,animales y colores,green,Episodio 1,2024-01-03 16:20:33,Cadetes,1,5.574048,2.0,0.0,0.0,0.0
3175,VALENTIN,VALENTIN,animales y colores,green,Episodio 1,2024-01-03 16:20:59,Cadetes,0,4.4,3.0,0.0,0.0,0.0
3176,VALENTIN,VALENTIN,animales y colores,yellow,Episodio 1,2024-01-03 16:21:00,Cadetes,1,19.6586,4.0,0.0,0.0,0.0
3177,VALENTIN,VALENTIN,animales y colores,blue,Episodio 1,2024-01-03 16:21:10,Cadetes,0,10.36713,5.0,0.0,0.0,0.0
3178,VALENTIN,VALENTIN,animales y colores,green,Episodio 1,2024-01-03 16:21:18,Cadetes,0,18.21799,6.0,0.0,0.0,0.0
3179,VALENTIN,VALENTIN,animales y colores,violet,Episodio 1,2024-01-03 16:21:18,Cadetes,1,11.95512,7.0,0.0,0.0,0.0
3180,VALENTIN,VALENTIN,animales y colores,sin color,Episodio 1,2024-01-03 16:21:25,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3181,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:04,Cadetes,0,0.0,1.0,0.0,0.0,0.0
3182,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:06,Cadetes,0,1.967426,2.0,0.0,0.0,0.0
3183,VALENTIN,VALENTIN,animales y colores,yellow,Episodio 2,2024-01-03 16:22:08,Cadetes,1,4.777257,3.0,0.0,0.0,0.0
3184,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:18,Cadetes,1,2.007418,4.0,0.0,0.0,0.0
3185,VALENTIN,VALENTIN,animales y colores,blue,Episodio 2,2024-01-03 16:22:29,Cadetes,0,10.30055,5.0,0.0,0.0,0.0
3186,VALENTIN,VALENTIN,animales y colores,violet,Episodio 2,2024-01-03 16:22:29,Cadetes,1,2.824982,6.0,0.0,0.0,0.0
3187,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:38,Cadetes,0,9.167063,7.0,0.0,0.0,0.0
3188,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:40,Cadetes,0,11.18387,8.0,0.0,0.0,0.0
3189,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:42,Cadetes,0,12.45059,9.0,0.0,0.0,0.0
3190,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:46,Cadetes,0,16.93439,10.0,0.0,0.0,0.0
3191,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:22:48,Cadetes,0,18.38439,11.0,0.0,0.0,0.0
3192,VALENTIN,VALENTIN,animales y colores,green,Episodio 2,2024-01-03 16:23:06,Cadetes,0,4.4,12.0,0.0,0.0,0.0
3193,VALENTIN,VALENTIN,animales y colores,blue,Episodio 2,2024-01-03 16:23:08,Cadetes,1,4.4,13.0,0.0,0.0,0.0
3194,VALENTIN,VALENTIN,animales y colores,sin color,Episodio 2,2024-01-03 16:23:15,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3195,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:23:58,Cadetes,1,4.214125,1.0,0.0,0.0,0.0
3196,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:06,Cadetes,0,8.650059,2.0,0.0,0.0,0.0
3197,VALENTIN,VALENTIN,animales y colores,blue,Episodio 3,2024-01-03 16:24:11,Cadetes,1,4.781258,3.0,0.0,0.0,0.0
3198,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:18,Cadetes,0,6.917487,4.0,0.0,0.0,0.0
3199,VALENTIN,VALENTIN,animales y colores,blue,Episodio 3,2024-01-03 16:24:28,Cadetes,0,16.86767,5.0,0.0,0.0,0.0
3200,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:28,Cadetes,0,17.28482,6.0,0.0,0.0,0.0
3201,VALENTIN,VALENTIN,animales y colores,blue,Episodio 3,2024-01-03 16:24:28,Cadetes,0,17.30119,7.0,0.0,0.0,0.0
3202,VALENTIN,VALENTIN,animales y colores,violet,Episodio 3,2024-01-03 16:24:29,Cadetes,1,12.08239,8.0,0.0,0.0,0.0
3203,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:35,Cadetes,0,6.100808,9.0,0.0,0.0,0.0
3204,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:39,Cadetes,0,9.633868,10.0,0.0,0.0,0.0
3205,VALENTIN,VALENTIN,animales y colores,yellow,Episodio 3,2024-01-03 16:24:39,Cadetes,1,4.178146,11.0,0.0,0.0,0.0
3206,VALENTIN,VALENTIN,animales y colores,green,Episodio 3,2024-01-03 16:24:48,Cadetes,1,2.982242,12.0,0.0,0.0,0.0
3207,VALENTIN,VALENTIN,animales y colores,sin color,Episodio 3,2024-01-03 16:24:56,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3208,VALENTIN,VALENTIN,Sin interacción,sin color,Episodio 4,2024-01-03 16:25:03,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3209,VALENTIN,VALENTIN,Despegue,blue,Episodio 1,2024-01-03 16:26:15,Astro,1,4.441874,1.0,0.0,0.0,0.0
3210,VALENTIN,VALENTIN,Despegue,green,Episodio 1,2024-01-03 16:26:19,Astro,0,1.383391,2.0,0.0,0.0,0.0
3211,VALENTIN,VALENTIN,Despegue,green,Episodio 1,2024-01-03 16:26:20,Astro,0,2.700255,3.0,0.0,0.0,0.0
3212,VALENTIN,VALENTIN,Despegue,green,Episodio 1,2024-01-03 16:26:23,Astro,0,5.366999,4.0,0.0,0.0,0.0
3213,VALENTIN,VALENTIN,Despegue,green,Episodio 1,2024-01-03 16:26:23,Astro,1,5.68393,5.0,0.0,0.0,0.0
3214,VALENTIN,VALENTIN,Despegue,yellow,Episodio 1,2024-01-03 16:26:34,Astro,1,4.832336,6.0,0.0,0.0,0.0
3215,VALENTIN,VALENTIN,Despegue,violet,Episodio 1,2024-01-03 16:26:44,Astro,1,3.501341,7.0,0.0,0.0,0.0
3216,VALENTIN,VALENTIN,Despegue,sin color,Episodio 1,2024-01-03 16:26:44,Astro,2,0.0,0.0,0.0,0.0,0.0
3217,VALENTIN,VALENTIN,Asteroides,violet,Episodio 1,2024-01-03 16:27:27,Astro,0,4.333657,1.0,0.0,0.0,0.0
3218,VALENTIN,VALENTIN,Asteroides,violet,Episodio 1,2024-01-03 16:27:27,Astro,1,5.216528,2.0,0.0,0.0,0.0
3219,VALENTIN,VALENTIN,Asteroides,yellow,Episodio 1,2024-01-03 16:27:29,Astro,0,1.200174,3.0,0.0,0.0,0.0
3220,VALENTIN,VALENTIN,Asteroides,yellow,Episodio 1,2024-01-03 16:27:31,Astro,1,2.983655,4.0,0.0,0.0,0.0
3221,VALENTIN,VALENTIN,Asteroides,yellow,Episodio 1,2024-01-03 16:27:32,Astro,0,2.983655,5.0,0.0,0.0,0.0
3222,VALENTIN,VALENTIN,Asteroides,yellow,Episodio 1,2024-01-03 16:27:37,Astro,1,4.900726,6.0,0.0,0.0,0.0
3223,VALENTIN,VALENTIN,Asteroides,green,Episodio 1,2024-01-03 16:27:41,Astro,0,4.283872,7.0,0.0,0.0,0.0
3224,VALENTIN,VALENTIN,Asteroides,green,Episodio 1,2024-01-03 16:27:43,Astro,0,5.883695,8.0,0.0,0.0,0.0
3225,VALENTIN,VALENTIN,Asteroides,green,Episodio 1,2024-01-03 16:27:49,Astro,1,11.51775,9.0,0.0,0.0,0.0
3226,VALENTIN,VALENTIN,Asteroides,sin color,Episodio 1,2024-01-03 16:27:49,Astro,2,0.0,0.0,0.0,0.0,0.0
3227,VALENTIN,VALENTIN,Estrellas,violet,Episodio 1,2024-01-03 16:29:18,Astro,1,6.804867,1.0,0.0,0.0,0.0
3228,VALENTIN,VALENTIN,Estrellas,violet,Episodio 1,2024-01-03 16:29:22,Astro,1,2.066706,2.0,0.0,0.0,0.0
3229,VALENTIN,VALENTIN,Estrellas,violet,Episodio 1,2024-01-03 16:29:26,Astro,1,1.133475,3.0,0.0,0.0,0.0
3230,VALENTIN,VALENTIN,Estrellas,violet,Episodio 1,2024-01-03 16:29:30,Astro,1,1.55081,4.0,0.0,0.0,0.0
3231,VALENTIN,VALENTIN,Estrellas,sin color,Episodio 1,2024-01-03 16:29:32,Astro,2,0.0,0.0,0.0,0.0,0.0
3232,VALENTIN,VALENTIN,Gusanos,violet,Episodio 1,2024-01-03 16:30:31,Astro,0,0.9666896,1.0,0.0,0.0,0.0
3233,VALENTIN,VALENTIN,Gusanos,green,Episodio 1,2024-01-03 16:30:33,Astro,1,3.050263,2.0,0.0,0.0,0.0
3234,VALENTIN,VALENTIN,Gusanos,violet,Episodio 1,2024-01-03 16:30:41,Astro,1,2.516608,3.0,0.0,0.0,0.0
3235,VALENTIN,VALENTIN,Gusanos,blue,Episodio 1,2024-01-03 16:30:53,Astro,1,5.666216,4.0,0.0,0.0,0.0
3236,VALENTIN,VALENTIN,Gusanos,blue,Episodio 1,2024-01-03 16:31:06,Astro,0,7.200699,5.0,0.0,0.0,0.0
3237,VALENTIN,VALENTIN,Gusanos,green,Episodio 1,2024-01-03 16:31:07,Astro,0,7.433876,6.0,0.0,0.0,0.0
3238,VALENTIN,VALENTIN,Gusanos,violet,Episodio 1,2024-01-03 16:31:07,Astro,0,7.533649,7.0,0.0,0.0,0.0
3239,VALENTIN,VALENTIN,Gusanos,yellow,Episodio 1,2024-01-03 16:31:08,Astro,1,8.90052,8.0,0.0,0.0,0.0
3240,VALENTIN,VALENTIN,Gusanos,sin color,Episodio 1,2024-01-03 16:31:13,Astro,2,0.0,0.0,0.0,0.0,0.0
3241,VALENTIN,VALENTIN,Restaurante,blue,Episodio 1,2024-01-03 16:32:15,Astro,1,2.083567,1.0,0.0,0.0,0.0
3242,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:30,Astro,0,3.183611,2.0,0.0,0.0,0.0
3243,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:44,Astro,0,17.16775,3.0,0.0,0.0,0.0
3244,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:45,Astro,0,17.40196,4.0,0.0,0.0,0.0
3245,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:45,Astro,0,17.56849,5.0,0.0,0.0,0.0
3246,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:45,Astro,0,18.06761,6.0,0.0,0.0,0.0
3247,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:46,Astro,0,19.08516,7.0,0.0,0.0,0.0
3248,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:48,Astro,0,20.78511,8.0,0.0,0.0,0.0
3249,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:49,Astro,0,21.35156,9.0,0.0,0.0,0.0
3250,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:49,Astro,0,21.35156,10.0,0.0,0.0,0.0
3251,VALENTIN,VALENTIN,Restaurante,yellow,Episodio 1,2024-01-03 16:32:49,Astro,1,21.5876,11.0,0.0,0.0,0.0
3252,VALENTIN,VALENTIN,Restaurante,green,Episodio 1,2024-01-03 16:33:27,Astro,0,4.4,12.0,0.0,0.0,0.0
3253,VALENTIN,VALENTIN,Restaurante,green,Episodio 1,2024-01-03 16:33:31,Astro,1,4.4,13.0,0.0,0.0,0.0
3254,VALENTIN,VALENTIN,Restaurante,violet,Episodio 1,2024-01-03 16:33:48,Astro,0,4.583355,14.0,0.0,0.0,0.0
3255,VALENTIN,VALENTIN,Restaurante,violet,Episodio 1,2024-01-03 16:33:59,Astro,0,15.78457,15.0,0.0,0.0,0.0
3256,VALENTIN,VALENTIN,Restaurante,violet,Episodio 1,2024-01-03 16:34:15,Astro,1,4.4,16.0,0.0,0.0,0.0
3257,VALENTIN,VALENTIN,Restaurante,sin color,Episodio 1,2024-01-03 16:34:23,Astro,2,0.0,0.0,0.0,0.0,0.0
3258,VALENTIN,VALENTIN,Asteroides,sin color,Episodio 2,2024-01-03 16:40:30,Astro,2,0.0,0.0,0.0,0.0,0.0
3259,VALENTIN,VALENTIN,Sin interacción,sin color,Episodio 2,2024-01-03 16:40:30,Astro,2,0.0,0.0,0.0,0.0,0.0
3260,ALEIDA,ramiro isai,animales y colores,blue,Episodio 1,2024-05-03 09:30:53,Cadetes,1,8.397213,1.0,0.0,0.0,0.0
3261,ALEIDA,ramiro isai,animales y colores,green,Episodio 1,2024-05-03 09:31:24,Cadetes,1,4.4,2.0,0.0,0.0,0.0
3262,ALEIDA,ramiro isai,animales y colores,yellow,Episodio 1,2024-05-03 09:31:48,Cadetes,1,16.64873,3.0,0.0,0.0,0.0
3263,ALEIDA,ramiro isai,animales y colores,violet,Episodio 1,2024-05-03 09:31:56,Cadetes,1,1.894475,4.0,0.0,0.0,0.0
3264,ALEIDA,ramiro isai,animales y colores,sin color,Episodio 1,2024-05-03 09:32:03,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3265,ALEIDA,ramiro isai,animales y colores,yellow,Episodio 2,2024-05-03 09:32:45,Cadetes,1,3.109411,1.0,0.0,0.0,0.0
3266,ALEIDA,ramiro isai,animales y colores,green,Episodio 2,2024-05-03 09:32:55,Cadetes,1,1.944241,2.0,0.0,0.0,0.0
3267,ALEIDA,ramiro isai,animales y colores,violet,Episodio 2,2024-05-03 09:33:06,Cadetes,1,3.111513,3.0,0.0,0.0,0.0
3268,ALEIDA,ramiro isai,animales y colores,blue,Episodio 2,2024-05-03 09:33:17,Cadetes,1,2.724351,4.0,0.0,0.0,0.0
3269,ALEIDA,ramiro isai,animales y colores,sin color,Episodio 2,2024-05-03 09:33:25,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3270,ALEIDA,ramiro isai,animales y colores,blue,Episodio 3,2024-05-03 09:34:10,Cadetes,1,4.831242,1.0,0.0,0.0,0.0
3271,ALEIDA,ramiro isai,animales y colores,violet,Episodio 3,2024-05-03 09:34:22,Cadetes,1,3.832353,2.0,0.0,0.0,0.0
3272,ALEIDA,ramiro isai,animales y colores,violet,Episodio 3,2024-05-03 09:34:30,Cadetes,1,3.849127,3.0,0.0,0.0,0.0
3273,ALEIDA,ramiro isai,animales y colores,violet,Episodio 3,2024-05-03 09:34:30,Cadetes,1,3.849127,4.0,0.0,0.0,0.0
3274,ALEIDA,ramiro isai,animales y colores,green,Episodio 3,2024-05-03 09:34:42,Cadetes,1,6.265889,5.0,0.0,0.0,0.0
3275,ALEIDA,ramiro isai,animales y colores,yellow,Episodio 3,2024-05-03 09:34:56,Cadetes,1,6.578739,6.0,0.0,0.0,0.0
3276,ALEIDA,ramiro isai,animales y colores,blue,Episodio 3,2024-05-03 09:35:08,Cadetes,1,5.86773,7.0,0.0,0.0,0.0
3277,ALEIDA,ramiro isai,animales y colores,sin color,Episodio 3,2024-05-03 09:35:16,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3278,ALEIDA,ramiro isai,Sin interacción,sin color,Episodio 4,2024-05-03 09:35:23,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3279,ALEIDA,ramiro isai,Despegue,blue,Episodio 1,2024-05-03 09:36:48,Astro,1,9.662978,1.0,0.0,0.0,0.0
3280,ALEIDA,ramiro isai,Despegue,green,Episodio 1,2024-05-03 09:36:55,Astro,1,3.617071,2.0,0.0,0.0,0.0
3281,ALEIDA,ramiro isai,Despegue,yellow,Episodio 1,2024-05-03 09:37:05,Astro,1,4.099982,3.0,0.0,0.0,0.0
3282,ALEIDA,ramiro isai,Despegue,violet,Episodio 1,2024-05-03 09:37:14,Astro,1,3.251076,4.0,0.0,0.0,0.0
3283,ALEIDA,ramiro isai,Despegue,sin color,Episodio 1,2024-05-03 09:37:15,Astro,2,0.0,0.0,0.0,0.0,0.0
3284,ALEIDA,ramiro isai,Asteroides,green,Episodio 1,2024-05-03 09:37:57,Astro,1,3.498847,1.0,0.0,0.0,0.0
3285,ALEIDA,ramiro isai,Asteroides,green,Episodio 1,2024-05-03 09:37:58,Astro,1,0.2675291,2.0,0.0,0.0,0.0
3286,ALEIDA,ramiro isai,Asteroides,green,Episodio 1,2024-05-03 09:38:09,Astro,1,10.55095,3.0,0.0,0.0,0.0
3287,ALEIDA,ramiro isai,Asteroides,blue,Episodio 1,2024-05-03 09:38:13,Astro,1,3.966985,4.0,0.0,0.0,0.0
3288,ALEIDA,ramiro isai,Asteroides,sin color,Episodio 1,2024-05-03 09:38:14,Astro,2,0.0,0.0,0.0,0.0,0.0
3289,ALEIDA,ramiro isai,Estrellas,violet,Episodio 1,2024-05-03 09:39:29,Astro,0,12.18292,1.0,0.0,0.0,0.0
3290,ALEIDA,ramiro isai,Estrellas,violet,Episodio 1,2024-05-03 09:39:33,Astro,1,16.4498,2.0,0.0,0.0,0.0
3291,ALEIDA,ramiro isai,Estrellas,green,Episodio 1,2024-05-03 09:39:39,Astro,1,3.651035,3.0,0.0,0.0,0.0
3292,ALEIDA,ramiro isai,Estrellas,yellow,Episodio 1,2024-05-03 09:39:43,Astro,1,2.017305,4.0,0.0,0.0,0.0
3293,ALEIDA,ramiro isai,Estrellas,yellow,Episodio 1,2024-05-03 09:39:49,Astro,1,3.149957,5.0,0.0,0.0,0.0
3294,ALEIDA,ramiro isai,Estrellas,sin color,Episodio 1,2024-05-03 09:39:51,Astro,2,0.0,0.0,0.0,0.0,0.0
3295,ALEIDA,ramiro isai,Gusanos,violet,Episodio 1,2024-05-03 09:40:51,Astro,1,1.967248,1.0,0.0,0.0,0.0
3296,ALEIDA,ramiro isai,Gusanos,green,Episodio 1,2024-05-03 09:40:59,Astro,1,1.466519,2.0,0.0,0.0,0.0
3297,ALEIDA,ramiro isai,Gusanos,violet,Episodio 1,2024-05-03 09:41:07,Astro,1,1.967513,3.0,0.0,0.0,0.0
3298,ALEIDA,ramiro isai,Gusanos,green,Episodio 1,2024-05-03 09:41:15,Astro,1,1.983473,4.0,0.0,0.0,0.0
3299,ALEIDA,ramiro isai,Gusanos,sin color,Episodio 1,2024-05-03 09:41:20,Astro,2,0.0,0.0,0.0,0.0,0.0
3300,ALEIDA,ramiro isai,Restaurante,blue,Episodio 1,2024-05-03 09:42:27,Astro,1,5.166705,1.0,0.0,0.0,0.0
3301,ALEIDA,ramiro isai,Restaurante,green,Episodio 1,2024-05-03 09:42:41,Astro,1,1.550219,2.0,0.0,0.0,0.0
3302,ALEIDA,ramiro isai,Restaurante,violet,Episodio 1,2024-05-03 09:42:56,Astro,0,3.350277,3.0,0.0,0.0,0.0
3303,ALEIDA,ramiro isai,Restaurante,violet,Episodio 1,2024-05-03 09:43:06,Astro,1,13.40061,4.0,0.0,0.0,0.0
3304,ALEIDA,ramiro isai,Restaurante,blue,Episodio 1,2024-05-03 09:43:19,Astro,0,1.266786,5.0,0.0,0.0,0.0
3305,ALEIDA,ramiro isai,Restaurante,blue,Episodio 1,2024-05-03 09:43:26,Astro,0,7.600301,6.0,0.0,0.0,0.0
3306,ALEIDA,ramiro isai,Restaurante,blue,Episodio 1,2024-05-03 09:43:39,Astro,0,21.36826,7.0,0.0,0.0,0.0
3307,ALEIDA,ramiro isai,Restaurante,blue,Episodio 1,2024-05-03 09:43:46,Astro,1,4.4,8.0,0.0,0.0,0.0
3308,ALEIDA,ramiro isai,Restaurante,sin color,Episodio 1,2024-05-03 09:43:54,Astro,2,0.0,0.0,0.0,0.0,0.0
3309,ALEIDA,ramiro isai,Asteroides,sin color,Episodio 2,2024-05-03 11:02:55,Astro,2,0.0,0.0,0.0,0.0,0.0
3310,ALEIDA,ramiro isai,Sin interacción,sin color,Episodio 2,2024-05-03 11:02:55,Astro,2,0.0,0.0,0.0,0.0,0.0
3311,ALEIDA,ramiro isai,MiniGame_0,sin color,Episodio 2,2024-05-03 11:02:55,Astro,2,0.0,0.0,0.0,0.0,0.0
3312,ALEIDA,ADRIAN ,sonidos y animales,blue,Episodio 1,2024-05-03 11:09:56,Cadetes,0,0.0,1.0,0.0,0.0,0.0
3313,ALEIDA,ADRIAN ,sonidos y animales,blue,Episodio 1,2024-05-03 11:10:00,Cadetes,0,4.383817,2.0,0.0,0.0,0.0
3314,ALEIDA,ADRIAN ,sonidos y animales,blue,Episodio 1,2024-05-03 11:10:07,Cadetes,1,4.4,3.0,0.0,0.0,0.0
3315,ALEIDA,ADRIAN ,sonidos y animales,green,Episodio 1,2024-05-03 11:10:20,Cadetes,1,4.317564,4.0,0.0,0.0,0.0
3316,ALEIDA,ADRIAN ,sonidos y animales,yellow,Episodio 1,2024-05-03 11:10:31,Cadetes,1,2.717275,5.0,0.0,0.0,0.0
3317,ALEIDA,ADRIAN ,sonidos y animales,violet,Episodio 1,2024-05-03 11:10:53,Cadetes,0,21.65091,6.0,0.0,0.0,0.0
3318,ALEIDA,ADRIAN ,sonidos y animales,violet,Episodio 1,2024-05-03 11:10:57,Cadetes,1,17.98409,7.0,0.0,0.0,0.0
3319,ALEIDA,ADRIAN ,sonidos y animales,sin color,Episodio 1,2024-05-03 11:11:08,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3320,ALEIDA,ADRIAN ,animales y colores,blue,Episodio 1,2024-05-03 11:11:53,Cadetes,1,6.135266,1.0,0.0,0.0,0.0
3321,ALEIDA,ADRIAN ,animales y colores,green,Episodio 1,2024-05-03 11:12:05,Cadetes,1,5.319181,2.0,0.0,0.0,0.0
3322,ALEIDA,ADRIAN ,animales y colores,yellow,Episodio 1,2024-05-03 11:12:17,Cadetes,1,5.452408,3.0,0.0,0.0,0.0
3323,ALEIDA,ADRIAN ,animales y colores,violet,Episodio 1,2024-05-03 11:12:31,Cadetes,1,6.915856,4.0,0.0,0.0,0.0
3324,ALEIDA,ADRIAN ,animales y colores,sin color,Episodio 1,2024-05-03 11:12:38,Cadetes,2,0.0,0.0,0.0,0.0,0.0
3325,ALEIDA,ADRIAN ,figuras y colores,blue,Episodio 1,2024-05-03 11:13:30,Cadetes,1,15.59044,1.0,0.0,0.0,0.0
