,Administrador,Usuario,mini juego,color presionado,dificultad,fecha,Juego,botón correcto,tiempo de interacción,número de interacción,auto push,tiempo de lección,tiempo de sesión
0,nicolas,nicolas,Despegue,blue,Episodio 1,2024-01-25 09:26:42,Astro,1,5.399169,1.0,0.0,0.0,0.0
1,nicolas,nicolas,Despegue,violet,Episodio 1,2024-01-25 09:26:46,Astro,0,1.2834,2.0,0.0,0.0,0.0
2,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:26:48,Astro,1,2.700226,3.0,0.0,0.0,0.0
3,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:26:57,Astro,0,3.050262,4.0,0.0,0.0,0.0
4,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:26:58,Astro,0,4.750256,5.0,0.0,0.0,0.0
5,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:27:01,Astro,0,7.400463,6.0,0.0,0.0,0.0
6,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:27:07,Astro,0,13.16735,7.0,0.0,0.0,0.0
7,nicolas,nicolas,Despegue,yellow,Episodio 1,2024-01-25 09:27:16,Astro,1,4.4,8.0,0.0,0.0,0.0
8,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:27:37,Astro,0,14.51718,9.0,0.0,0.0,0.0
9,nicolas,nicolas,Despegue,blue,Episodio 1,2024-01-25 09:27:38,Astro,0,15.61735,10.0,0.0,0.0,0.0
10,nicolas,nicolas,Despegue,green,Episodio 1,2024-01-25 09:27:39,Astro,0,16.80135,11.0,0.0,0.0,0.0
11,nicolas,nicolas,Despegue,violet,Episodio 1,2024-01-25 09:27:40,Astro,1,18.16748,12.0,0.0,0.0,0.0
12,nicolas,nicolas,Despegue,sin color,Episodio 1,2024-01-25 09:27:40,Astro,2,0.0,0.0,0.0,0.0,0.0
13,nicolas,nicolas,Asteroides,blue,Episodio 1,2024-01-25 09:28:28,Astro,0,9.223312,1.0,0.0,0.0,0.0
14,nicolas,nicolas,Asteroides,blue,Episodio 1,2024-01-25 09:28:29,Astro,1,10.40688,2.0,0.0,0.0,0.0
15,nicolas,nicolas,Asteroides,violet,Episodio 1,2024-01-25 09:28:31,Astro,0,1.184384,3.0,0.0,0.0,0.0
16,nicolas,nicolas,Asteroides,violet,Episodio 1,2024-01-25 09:28:34,Astro,1,4.400641,4.0,0.0,0.0,0.0
17,nicolas,nicolas,Asteroides,blue,Episodio 1,2024-01-25 09:28:37,Astro,0,2.050367,5.0,0.0,0.0,0.0
18,nicolas,nicolas,Asteroides,blue,Episodio 1,2024-01-25 09:28:37,Astro,1,2.534215,6.0,0.0,0.0,0.0
19,nicolas,nicolas,Asteroides,yellow,Episodio 1,2024-01-25 09:28:40,Astro,1,2.033403,7.0,0.0,0.0,0.0
20,nicolas,nicolas,Asteroides,sin color,Episodio 1,2024-01-25 09:28:40,Astro,2,0.0,0.0,0.0,0.0,0.0
21,nicolas,nicolas,Estrellas,violet,Episodio 1,2024-01-25 09:30:06,Astro,0,21.19685,1.0,0.0,0.0,0.0
22,nicolas,nicolas,Estrellas,violet,Episodio 1,2024-01-25 09:30:12,Astro,1,4.4,2.0,0.0,0.0,0.0
23,nicolas,nicolas,Estrellas,yellow,Episodio 1,2024-01-25 09:30:16,Astro,1,2.066363,3.0,0.0,0.0,0.0
24,nicolas,nicolas,Estrellas,violet,Episodio 1,2024-01-25 09:30:19,Astro,0,0.1333601,4.0,0.0,0.0,0.0
25,nicolas,nicolas,Estrellas,violet,Episodio 1,2024-01-25 09:30:20,Astro,1,1.750274,5.0,0.0,0.0,0.0
26,nicolas,nicolas,Estrellas,yellow,Episodio 1,2024-01-25 09:30:24,Astro,1,0.6000757,6.0,0.0,0.0,0.0
27,nicolas,nicolas,Estrellas,sin color,Episodio 1,2024-01-25 09:30:26,Astro,2,0.0,0.0,0.0,0.0,0.0
28,nicolas,nicolas,Gusanos,violet,Episodio 1,2024-01-25 09:31:29,Astro,1,5.166974,1.0,0.0,0.0,0.0
29,nicolas,nicolas,Gusanos,violet,Episodio 1,2024-01-25 09:31:41,Astro,0,5.750237,2.0,0.0,0.0,0.0
30,nicolas,nicolas,Gusanos,blue,Episodio 1,2024-01-25 09:31:48,Astro,1,13.03398,3.0,0.0,0.0,0.0
31,nicolas,nicolas,Gusanos,green,Episodio 1,2024-01-25 09:31:56,Astro,1,2.067,4.0,0.0,0.0,0.0
32,nicolas,nicolas,Gusanos,yellow,Episodio 1,2024-01-25 09:32:03,Astro,0,0.9999382,5.0,0.0,0.0,0.0
33,nicolas,nicolas,Gusanos,yellow,Episodio 1,2024-01-25 09:32:10,Astro,0,7.867492,6.0,0.0,0.0,0.0
34,nicolas,nicolas,Gusanos,green,Episodio 1,2024-01-25 09:32:20,Astro,0,17.91809,7.0,0.0,0.0,0.0
35,nicolas,nicolas,Gusanos,yellow,Episodio 1,2024-01-25 09:32:34,Astro,0,4.4,8.0,0.0,0.0,0.0
36,nicolas,nicolas,Gusanos,green,Episodio 1,2024-01-25 09:32:34,Astro,0,4.4,9.0,0.0,0.0,0.0
37,nicolas,nicolas,Gusanos,green,Episodio 1,2024-01-25 09:32:35,Astro,0,4.4,10.0,0.0,0.0,0.0
38,nicolas,nicolas,Gusanos,green,Episodio 1,2024-01-25 09:32:46,Astro,0,4.4,11.0,0.0,0.0,0.0
39,nicolas,nicolas,Gusanos,blue,Episodio 1,2024-01-25 09:32:47,Astro,1,4.4,12.0,0.0,0.0,0.0
40,nicolas,nicolas,Gusanos,sin color,Episodio 1,2024-01-25 09:32:52,Astro,2,0.0,0.0,0.0,0.0,0.0
41,nicolas,nicolas,Restaurante,yellow,Episodio 1,2024-01-25 09:34:21,Astro,0,4.4,1.0,0.0,0.0,0.0
42,nicolas,nicolas,Restaurante,yellow,Episodio 1,2024-01-25 09:34:37,Astro,0,4.4,2.0,0.0,0.0,0.0
43,nicolas,nicolas,Restaurante,yellow,Episodio 1,2024-01-25 09:34:37,Astro,0,4.4,3.0,0.0,0.0,0.0
44,nicolas,nicolas,Restaurante,yellow,Episodio 1,2024-01-25 09:34:43,Astro,0,4.4,4.0,0.0,0.0,0.0
45,nicolas,nicolas,Restaurante,yellow,Episodio 1,2024-01-25 09:34:47,Astro,1,4.4,5.0,0.0,0.0,0.0
46,nicolas,nicolas,Restaurante,blue,Episodio 1,2024-01-25 09:35:40,Astro,1,4.4,6.0,0.0,0.0,0.0
47,nicolas,nicolas,Restaurante,violet,Episodio 1,2024-01-25 09:36:36,Astro,0,4.4,7.0,0.0,0.0,0.0
48,nicolas,nicolas,Restaurante,violet,Episodio 1,2024-01-25 09:37:02,Astro,1,4.4,8.0,0.0,0.0,0.0
49,nicolas,nicolas,Restaurante,violet,Episodio 1,2024-01-25 09:37:24,Astro,1,10.95004,9.0,0.0,0.0,0.0
50,nicolas,nicolas,Restaurante,sin color,Episodio 1,2024-01-25 09:37:32,Astro,2,0.0,0.0,0.0,0.0,0.0
51,nicolas,nicolas,Asteroides,green,Episodio 2,2024-01-25 09:38:56,Astro,0,3.221607,1.0,0.0,0.0,0.0
52,nicolas,nicolas,Asteroides,yellow,Episodio 2,2024-01-25 09:39:06,Astro,1,4.150063,2.0,0.0,0.0,0.0
53,nicolas,nicolas,Asteroides,violet,Episodio 2,2024-01-25 09:39:22,Astro,0,6.617437,3.0,0.0,0.0,0.0
54,nicolas,nicolas,Asteroides,violet,Episodio 2,2024-01-25 09:39:23,Astro,0,7.45023,4.0,0.0,0.0,0.0
55,nicolas,nicolas,Asteroides,violet,Episodio 2,2024-01-25 09:39:25,Astro,0,0.6334368,5.0,0.0,0.0,0.0
56,nicolas,nicolas,Asteroides,yellow,Episodio 2,2024-01-25 09:39:51,Astro,0,8.800414,6.0,0.0,0.0,0.0
57,nicolas,nicolas,Asteroides,yellow,Episodio 2,2024-01-25 09:39:59,Astro,0,7.633595,7.0,0.0,0.0,0.0
58,nicolas,nicolas,Asteroides,yellow,Episodio 2,2024-01-25 09:39:59,Astro,1,7.883645,8.0,0.0,0.0,0.0
59,nicolas,nicolas,Asteroides,green,Episodio 2,2024-01-25 09:40:03,Astro,0,3.250587,9.0,0.0,0.0,0.0
60,nicolas,nicolas,Asteroides,green,Episodio 2,2024-01-25 09:40:05,Astro,1,5.116871,10.0,0.0,0.0,0.0
61,nicolas,nicolas,Asteroides,blue,Episodio 2,2024-01-25 09:40:06,Astro,1,1.050508,11.0,0.0,0.0,0.0
62,nicolas,nicolas,Asteroides,green,Episodio 2,2024-01-25 09:40:08,Astro,1,1.433431,12.0,0.0,0.0,0.0
63,nicolas,nicolas,Asteroides,sin color,Episodio 2,2024-01-25 09:40:08,Astro,2,0.0,0.0,0.0,0.0,0.0
64,nicolas,nicolas,Estrellas,yellow,Episodio 2,2024-01-25 09:41:13,Astro,0,2.933734,1.0,0.0,0.0,0.0
65,nicolas,nicolas,Estrellas,green,Episodio 2,2024-01-25 09:41:30,Astro,0,7.383062,2.0,0.0,0.0,0.0
66,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:41:31,Astro,0,0.9666955,3.0,0.0,0.0,0.0
67,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:41:33,Astro,0,2.950199,4.0,0.0,0.0,0.0
68,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:41:35,Astro,0,5.084059,5.0,0.0,0.0,0.0
69,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:41:36,Astro,0,5.284149,6.0,0.0,0.0,0.0
70,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:41:37,Astro,0,6.166891,7.0,0.0,0.0,0.0
71,nicolas,nicolas,Estrellas,green,Episodio 2,2024-01-25 09:41:40,Astro,0,1.201231,8.0,0.0,0.0,0.0
72,nicolas,nicolas,Estrellas,green,Episodio 2,2024-01-25 09:42:09,Astro,1,7.250793,9.0,0.0,0.0,0.0
73,nicolas,nicolas,Estrellas,yellow,Episodio 2,2024-01-25 09:42:12,Astro,0,0.8340555,10.0,0.0,0.0,0.0
74,nicolas,nicolas,Estrellas,yellow,Episodio 2,2024-01-25 09:42:18,Astro,1,6.584575,11.0,0.0,0.0,0.0
75,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:42:20,Astro,0,0.3166642,12.0,0.0,0.0,0.0
76,nicolas,nicolas,Estrellas,violet,Episodio 2,2024-01-25 09:42:22,Astro,1,2.016954,13.0,0.0,0.0,0.0
77,nicolas,nicolas,Estrellas,green,Episodio 2,2024-01-25 09:42:25,Astro,0,0.2667844,14.0,0.0,0.0,0.0
78,nicolas,nicolas,Estrellas,green,Episodio 2,2024-01-25 09:42:27,Astro,1,2.000757,15.0,0.0,0.0,0.0
79,nicolas,nicolas,Estrellas,blue,Episodio 2,2024-01-25 09:42:30,Astro,1,0.5496637,16.0,0.0,0.0,0.0
80,nicolas,nicolas,Estrellas,sin color,Episodio 2,2024-01-25 09:42:32,Astro,2,0.0,0.0,0.0,0.0,0.0
81,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:26,Astro,0,1.266624,1.0,0.0,0.0,0.0
82,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:27,Astro,0,2.83391,2.0,0.0,0.0,0.0
83,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:28,Astro,0,4.000459,3.0,0.0,0.0,0.0
84,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:29,Astro,0,4.400567,4.0,0.0,0.0,0.0
85,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:35,Astro,0,10.76693,5.0,0.0,0.0,0.0
86,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:36,Astro,0,11.4672,6.0,0.0,0.0,0.0
87,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:36,Astro,0,11.98376,7.0,0.0,0.0,0.0
88,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:48,Astro,0,4.4,8.0,0.0,0.0,0.0
89,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:50,Astro,0,4.4,9.0,0.0,0.0,0.0
90,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:43:51,Astro,0,4.4,10.0,0.0,0.0,0.0
91,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:01,Astro,1,4.4,11.0,0.0,0.0,0.0
92,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:01,Astro,0,4.4,12.0,0.0,0.0,0.0
93,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:10,Astro,0,4.4,13.0,0.0,0.0,0.0
94,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:44:12,Astro,0,4.4,14.0,0.0,0.0,0.0
95,nicolas,nicolas,Gusanos,blue,Episodio 2,2024-01-25 09:44:13,Astro,0,4.4,15.0,0.0,0.0,0.0
96,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:14,Astro,0,4.4,16.0,0.0,0.0,0.0
97,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:44:15,Astro,0,4.4,17.0,0.0,0.0,0.0
98,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:44:16,Astro,0,4.4,18.0,0.0,0.0,0.0
99,nicolas,nicolas,Gusanos,violet,Episodio 2,2024-01-25 09:44:17,Astro,1,4.4,19.0,0.0,0.0,0.0
100,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:44:22,Astro,0,1.249387,4.8,0.0,0.0,0.0
101,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:44:24,Astro,0,2.349434,4.8,0.0,0.0,0.0
102,nicolas,nicolas,Gusanos,blue,Episodio 2,2024-01-25 09:44:24,Astro,1,3.266232,4.8,0.0,0.0,0.0
103,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:31,Astro,0,1.483814,4.8,0.0,0.0,0.0
104,nicolas,nicolas,Gusanos,violet,Episodio 2,2024-01-25 09:44:31,Astro,1,2.150321,4.8,0.0,0.0,0.0
105,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:37,Astro,1,1.100005,4.8,0.0,0.0,0.0
106,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:44:59,Astro,0,17.16682,4.8,0.0,0.0,0.0
107,nicolas,nicolas,Gusanos,green,Episodio 2,2024-01-25 09:45:00,Astro,0,17.95112,4.8,0.0,0.0,0.0
108,nicolas,nicolas,Gusanos,blue,Episodio 2,2024-01-25 09:45:50,Astro,1,4.4,4.8,0.0,0.0,0.0
109,nicolas,nicolas,Gusanos,yellow,Episodio 2,2024-01-25 09:45:50,Astro,0,4.4,4.8,0.0,0.0,0.0
110,nicolas,nicolas,Gusanos,violet,Episodio 2,2024-01-25 09:45:54,Astro,1,4.4,4.8,0.0,0.0,0.0
111,nicolas,nicolas,Gusanos,sin color,Episodio 2,2024-01-25 09:45:57,Astro,2,0.0,0.0,0.0,0.0,0.0
112,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:30,Astro,0,0.4000233,1.0,0.0,0.0,0.0
113,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:32,Astro,0,2.633216,2.0,0.0,0.0,0.0
114,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:33,Astro,0,3.083282,3.0,0.0,0.0,0.0
115,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:33,Astro,0,3.116283,4.0,0.0,0.0,0.0
116,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:33,Astro,0,3.883272,5.0,0.0,0.0,0.0
117,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:33,Astro,0,4.033569,6.0,0.0,0.0,0.0
118,nicolas,nicolas,Restaurante,violet,Episodio 2,2024-01-25 09:47:34,Astro,0,5.033298,7.0,0.0,0.0,0.0
119,nicolas,nicolas,Restaurante,green,Episodio 2,2024-01-25 09:47:48,Astro,0,4.766874,8.0,0.0,0.0,0.0
120,nicolas,nicolas,Restaurante,sin color,Episodio 2,2024-01-25 09:48:17,Astro,2,0.0,0.0,0.0,0.0,0.0
121,nicolas,nicolas,Sin interacción,sin color,Episodio 2,2024-01-25 09:48:17,Astro,2,0.0,0.0,0.0,0.0,0.0
122,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:23:08,Cadetes,0,0.0,1.0,0.0,0.0,0.0
123,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:23:19,Cadetes,0,10.23588,2.0,0.0,0.0,0.0
124,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:23:20,Cadetes,0,11.93589,3.0,0.0,0.0,0.0
125,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:23:22,Cadetes,1,16.58507,4.0,0.0,0.0,0.0
126,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:23:47,Cadetes,1,16.33259,5.0,0.0,0.0,0.0
127,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:07,Cadetes,0,20.46757,6.0,0.0,0.0,0.0
128,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:12,Cadetes,0,4.4,7.0,0.0,0.0,0.0
129,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:12,Cadetes,1,15.08388,8.0,0.0,0.0,0.0
130,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:31,Cadetes,0,19.00101,9.0,0.0,0.0,0.0
131,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:33,Cadetes,0,21.28441,10.0,0.0,0.0,0.0
132,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:46,Cadetes,0,4.4,11.0,0.0,0.0,0.0
133,AUSTIN,AUSTIN,sonidos y animales,blue,Episodio 1,2024-01-25 13:24:48,Cadetes,1,4.4,12.0,0.0,0.0,0.0
134,AUSTIN,AUSTIN,sonidos y animales,sin color,Episodio 1,2024-01-25 13:24:58,Cadetes,2,0.0,0.0,0.0,0.0,0.0
135,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:26:22,Cadetes,0,0.0,1.0,0.0,0.0,0.0
136,AUSTIN,AUSTIN,animales y colores,green,Episodio 1,2024-01-25 13:26:23,Cadetes,1,4.4,2.0,0.0,0.0,0.0
137,AUSTIN,AUSTIN,animales y colores,yellow,Episodio 1,2024-01-25 13:26:34,Cadetes,0,11.60069,3.0,0.0,0.0,0.0
138,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:26:47,Cadetes,0,4.4,4.0,0.0,0.0,0.0
139,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:26:52,Cadetes,0,4.4,5.0,0.0,0.0,0.0
140,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:26:53,Cadetes,0,4.4,6.0,0.0,0.0,0.0
141,AUSTIN,AUSTIN,animales y colores,yellow,Episodio 1,2024-01-25 13:26:54,Cadetes,0,4.4,7.0,0.0,0.0,0.0
142,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:27:09,Cadetes,0,4.4,8.0,0.0,0.0,0.0
143,AUSTIN,AUSTIN,animales y colores,yellow,Episodio 1,2024-01-25 13:27:10,Cadetes,0,4.4,9.0,0.0,0.0,0.0
144,AUSTIN,AUSTIN,animales y colores,green,Episodio 1,2024-01-25 13:27:19,Cadetes,1,4.4,10.0,0.0,0.0,0.0
145,AUSTIN,AUSTIN,animales y colores,violet,Episodio 1,2024-01-25 13:27:29,Cadetes,0,9.433975,11.0,0.0,0.0,0.0
146,AUSTIN,AUSTIN,animales y colores,green,Episodio 1,2024-01-25 13:27:29,Cadetes,1,2.910259,12.0,0.0,0.0,0.0
147,AUSTIN,AUSTIN,animales y colores,green,Episodio 1,2024-01-25 13:28:10,Cadetes,1,4.4,13.0,0.0,0.0,0.0
148,AUSTIN,AUSTIN,animales y colores,sin color,Episodio 1,2024-01-25 13:28:17,Cadetes,2,0.0,0.0,0.0,0.0,0.0
149,AUSTIN,AUSTIN,figuras y colores,yellow,Episodio 1,2024-01-25 13:29:28,Cadetes,1,4.4,1.0,0.0,0.0,0.0
150,AUSTIN,AUSTIN,figuras y colores,blue,Episodio 1,2024-01-25 13:29:50,Cadetes,0,0.0,2.0,0.0,0.0,0.0
151,AUSTIN,AUSTIN,figuras y colores,green,Episodio 1,2024-01-25 13:29:50,Cadetes,0,0.0,3.0,0.0,0.0,0.0
152,AUSTIN,AUSTIN,figuras y colores,violet,Episodio 1,2024-01-25 13:29:52,Cadetes,0,0.0,4.0,0.0,0.0,0.0
153,AUSTIN,AUSTIN,figuras y colores,yellow,Episodio 1,2024-01-25 13:29:53,Cadetes,1,19.61753,5.0,0.0,0.0,0.0
154,AUSTIN,AUSTIN,figuras y colores,yellow,Episodio 1,2024-01-25 13:30:15,Cadetes,1,17.01717,6.0,0.0,0.0,0.0
155,AUSTIN,AUSTIN,figuras y colores,yellow,Episodio 1,2024-01-25 13:30:40,Cadetes,1,20.01748,7.0,0.0,0.0,0.0
156,AUSTIN,AUSTIN,figuras y colores,sin color,Episodio 1,2024-01-25 13:30:46,Cadetes,2,0.0,0.0,0.0,0.0,0.0
157,AUSTIN,AUSTIN,partes del cuerpo,violet,Episodio 1,2024-01-25 13:31:42,Cadetes,1,15.7696,1.0,0.0,0.0,0.0
158,AUSTIN,AUSTIN,partes del cuerpo,violet,Episodio 1,2024-01-25 13:32:18,Cadetes,1,4.4,2.0,0.0,0.0,0.0
159,AUSTIN,AUSTIN,partes del cuerpo,violet,Episodio 1,2024-01-25 13:32:47,Cadetes,1,4.4,3.0,0.0,0.0,0.0
160,AUSTIN,AUSTIN,partes del cuerpo,violet,Episodio 1,2024-01-25 13:33:34,Cadetes,1,4.4,4.0,0.0,0.0,0.0
161,AUSTIN,AUSTIN,partes del cuerpo,sin color,Episodio 1,2024-01-25 13:33:40,Cadetes,2,0.0,0.0,0.0,0.0,0.0
162,AUSTIN,AUSTIN,sonidos y animales,green,Episodio 2,2024-01-25 13:34:53,Cadetes,1,10.6663,1.0,0.0,0.0,0.0
163,AUSTIN,AUSTIN,sonidos y animales,green,Episodio 2,2024-01-25 13:35:08,Cadetes,1,7.134102,2.0,0.0,0.0,0.0
164,AUSTIN,AUSTIN,sonidos y animales,green,Episodio 2,2024-01-25 13:35:35,Cadetes,0,4.4,3.0,0.0,0.0,0.0
165,AUSTIN,AUSTIN,sonidos y animales,green,Episodio 2,2024-01-25 13:35:42,Cadetes,1,4.4,4.0,0.0,0.0,0.0
166,AUSTIN,AUSTIN,sonidos y animales,green,Episodio 2,2024-01-25 13:36:29,Cadetes,1,4.4,5.0,0.0,0.0,0.0
167,AUSTIN,AUSTIN,sonidos y animales,sin color,Episodio 2,2024-01-25 13:36:39,Cadetes,2,0.0,0.0,0.0,0.0,0.0
168,AUSTIN,AUSTIN,animales y colores,blue,Episodio 2,2024-01-25 13:37:29,Cadetes,1,12.12303,1.0,0.0,0.0,0.0
169,AUSTIN,AUSTIN,animales y colores,violet,Episodio 2,2024-01-25 13:38:22,Cadetes,0,4.4,2.0,0.0,0.0,0.0
170,AUSTIN,AUSTIN,animales y colores,blue,Episodio 2,2024-01-25 13:38:25,Cadetes,1,4.4,3.0,0.0,0.0,0.0
171,AUSTIN,AUSTIN,animales y colores,green,Episodio 2,2024-01-25 13:39:13,Cadetes,0,4.4,4.0,0.0,0.0,0.0
172,AUSTIN,AUSTIN,animales y colores,blue,Episodio 2,2024-01-25 13:39:13,Cadetes,1,4.4,5.0,0.0,0.0,0.0
173,AUSTIN,AUSTIN,animales y colores,blue,Episodio 2,2024-01-25 13:39:37,Cadetes,1,16.44389,6.0,0.0,0.0,0.0
174,AUSTIN,AUSTIN,animales y colores,sin color,Episodio 2,2024-01-25 13:39:45,Cadetes,2,0.0,0.0,0.0,0.0,0.0
175,AUSTIN,AUSTIN,figuras y colores,yellow,Episodio 2,2024-01-25 13:41:08,Cadetes,1,4.4,1.0,0.0,0.0,0.0
176,AUSTIN,AUSTIN,figuras y colores,violet,Episodio 2,2024-01-25 13:41:12,Cadetes,0,0.0,2.0,0.0,0.0,0.0
177,AUSTIN,AUSTIN,figuras y colores,sin color,Episodio 2,2024-01-25 13:41:18,Cadetes,2,0.0,0.0,0.0,0.0,0.0
178,AUSTIN,AUSTIN,Sin interacción,sin color,Episodio 2,2024-01-25 13:41:18,Cadetes,2,0.0,0.0,0.0,0.0,0.0
179,LEONARDO,LEONARDO,Despegue,blue,Episodio 1,2024-01-25 14:09:54,Astro,1,10.55807,1.0,0.0,0.0,0.0
180,LEONARDO,LEONARDO,Despegue,blue,Episodio 1,2024-01-25 14:09:58,Astro,0,1.249828,2.0,0.0,0.0,0.0
181,LEONARDO,LEONARDO,Despegue,green,Episodio 1,2024-01-25 14:09:58,Astro,1,1.866516,3.0,0.0,0.0,0.0
182,LEONARDO,LEONARDO,Despegue,violet,Episodio 1,2024-01-25 14:10:15,Astro,0,10.09982,4.0,0.0,0.0,0.0
183,LEONARDO,LEONARDO,Despegue,violet,Episodio 1,2024-01-25 14:10:22,Astro,0,17.8171,5.0,0.0,0.0,0.0
184,LEONARDO,LEONARDO,Despegue,yellow,Episodio 1,2024-01-25 14:10:24,Astro,1,19.53437,6.0,0.0,0.0,0.0
185,LEONARDO,LEONARDO,Despegue,violet,Episodio 1,2024-01-25 14:10:39,Astro,1,9.30055,7.0,0.0,0.0,0.0
186,LEONARDO,LEONARDO,Despegue,sin color,Episodio 1,2024-01-25 14:10:39,Astro,2,0.0,0.0,0.0,0.0,0.0
187,LEONARDO,LEONARDO,Asteroides,green,Episodio 1,2024-01-25 14:11:24,Astro,1,6.65722,1.0,0.0,0.0,0.0
188,LEONARDO,LEONARDO,Asteroides,violet,Episodio 1,2024-01-25 14:11:28,Astro,0,2.999704,2.0,0.0,0.0,0.0
189,LEONARDO,LEONARDO,Asteroides,violet,Episodio 1,2024-01-25 14:11:29,Astro,1,3.749634,3.0,0.0,0.0,0.0
190,LEONARDO,LEONARDO,Asteroides,yellow,Episodio 1,2024-01-25 14:11:32,Astro,1,2.883984,4.0,0.0,0.0,0.0
191,LEONARDO,LEONARDO,Asteroides,green,Episodio 1,2024-01-25 14:11:35,Astro,1,2.550049,5.0,0.0,0.0,0.0
192,LEONARDO,LEONARDO,Asteroides,sin color,Episodio 1,2024-01-25 14:11:36,Astro,2,0.0,0.0,0.0,0.0,0.0
193,LEONARDO,LEONARDO,Estrellas,blue,Episodio 1,2024-01-25 14:12:46,Astro,1,5.327582,1.0,0.0,0.0,0.0
194,LEONARDO,LEONARDO,Estrellas,blue,Episodio 1,2024-01-25 14:12:46,Astro,0,5.327582,2.0,0.0,0.0,0.0
195,LEONARDO,LEONARDO,Estrellas,yellow,Episodio 1,2024-01-25 14:12:56,Astro,1,8.283599,3.0,0.0,0.0,0.0
196,LEONARDO,LEONARDO,Estrellas,violet,Episodio 1,2024-01-25 14:13:01,Astro,1,1.967141,4.0,0.0,0.0,0.0
197,LEONARDO,LEONARDO,Estrellas,green,Episodio 1,2024-01-25 14:13:05,Astro,0,1.483336,5.0,0.0,0.0,0.0
